car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Mercedes-Benz S-Class 2021 S 400;OMR 45,910;3;6;333;250;5 Seater;mercedes-benz;oman
Porsche 911 2021 Carrera 4 Cabriolet;OMR 48,200;3;6;385;289;2 Seater;porsche;oman
Maserati Quattroporte 2021 3.0T V6 GranLusso;OMR 47,000;3;6;350;270;5 Seater;maserati;oman
Lexus LX 2021 570 Platinum;OMR 48,000;5.7;8;362;220;8 Seater;lexus;oman
BMW 6 Series Convertible 2021 650i;OMR 49,000;4.4;8;450;250;4 Seater;bmw;oman
Mercedes-Benz SL-Class 2021 SL 500;OMR 46,215;4.7;8;455;250;2 Seater;mercedes-benz;oman
Maserati Quattroporte 2021 3.0T V6 S;OMR 48,500;3;6;430;285;5 Seater;maserati;oman
Mercedes-Benz S-Class 2021 S 400 4MATIC;OMR 47,485;3;6;333;250;5 Seater;mercedes-benz;oman
Lexus LS 2021 460 Platinum (LWB);OMR 47,000;4.6;8;382;250;5 Seater;lexus;oman
Porsche 911 2021 Carrera GTS;OMR 49,400;3;6;450;310;2 Seater;porsche;oman
BMW 6 Series Coupe 2021 650i;OMR 46,000;4.4;8;450;250;4 Seater;bmw;oman
BMW 6 Series Gran Coupe 2021 650i;OMR 46,000;4.4;8;450;250;4 Seater;bmw;oman
Mercedes-Benz GLE-Class 2021 GLE 63 S 4MATIC;OMR 48,485;5.5;8;585;250;5 Seater;mercedes-benz;oman
Porsche Panamera 2021 4S;OMR 52,600;2.9;6;440;289;4 Seater;porsche;oman
Maserati GranTurismo 2021 4.7L V8 MC;OMR 58,500;4.7;8;460;301;4 Seater;maserati;oman
Aston Martin Vantage 2021 4.0T V8;OMR 69,139;4;8;503;314;2 Seater;aston-martin;oman
Maserati GranTurismo 2021 4.7L V8 Sport;OMR 49,500;4.7;8;460;299;4 Seater;maserati;oman
Porsche 911 2021 Targa 4S;OMR 56,600;3.8;6;400;280;4 Seater;porsche;oman
Porsche Panamera Sport Turismo 2021 4 E-Hybrid;OMR 50,600;2.9;6;462;275;5 Seater;porsche;oman
BMW 7 Series 2021 750Li;OMR 51,000;4.4;8;450;250;5 Seater;bmw;oman
Audi S8 2021 4.0 TFSI quattro (520 HP);OMR 51,200;4;8;520;250;5 Seater;audi;oman
Porsche Panamera 2021 4 E-Hybrid Executive;OMR 52,300;2.9;6;462;278;4 Seater;porsche;oman
Audi RS7 2021 4.0 TFSI quattro (560 HP);OMR 50,800;4;8;560;250;5 Seater;audi;oman
BMW 6 Series Coupe 2021 650i xDrive;OMR 51,000;4.4;8;450;250;4 Seater;bmw;oman
Lexus LS 2021 600h Platinum (LWB);OMR 50,000;5;8;438;220;5 Seater;lexus;oman
Lexus LS 2021 600h Titanium (LWB);OMR 50,500;5;8;438;220;5 Seater;lexus;oman
Mercedes-Benz S-Class 2021 S 500 e;OMR 55,520;3;6;442;250;5 Seater;mercedes-benz;oman
Mercedes-Benz E 63 AMG 2021 S 4MATIC+;OMR 52,640;4;8;612;250;5 Seater;mercedes-benz;oman
Porsche Panamera 2021 4S Executive;OMR 55,600;3;6;435;289;4 Seater;porsche;oman
Nissan GT-R 2021 50th Anniversary;OMR 51,000;3.8;6;565;315;4 Seater;nissan;oman
Audi RS7 2021 4.0 TFSI Performance;OMR 54,300;4;8;605;305;5 Seater;audi;oman
BMW 6 Series Gran Coupe 2021 650i xDrive;OMR 52,000;4.4;8;450;250;4 Seater;bmw;oman
Nissan GT-R 2021 Premium;OMR 50,000;3.8;6;565;315;4 Seater;nissan;oman
Porsche Panamera Sport Turismo 2021 4S;OMR 53,500;2.9;6;440;286;5 Seater;porsche;oman
Porsche 911 2021 Carrera GTS Cabriolet;OMR 53,700;3;6;450;308;2 Seater;porsche;oman
Mercedes-Benz S-Class 2021 S 500;OMR 55,600;4.7;8;455;250;5 Seater;mercedes-benz;oman
BMW 6 Series Convertible 2021 650i xDrive;OMR 52,000;4.4;8;450;250;4 Seater;bmw;oman
Mercedes-Benz S-Class 2021 S 560 4MATIC;OMR 57,175;4;8;469;250;5 Seater;mercedes-benz;oman
Audi S8 2021 Plus 4.0 TFSI quattro (605 HP);OMR 58,400;4;8;605;250;5 Seater;audi;oman
Mercedes-Benz S-Class 2021 S 500 4MATIC;OMR 57,175;4.7;8;455;250;5 Seater;mercedes-benz;oman
Maserati GranCabrio 2021 4.7L V8 Sport;OMR 56,500;4.7;8;460;288;4 Seater;maserati;oman
Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS);OMR 58,720;5;8;525;225;5 Seater;land-rover;oman
Mercedes-Benz SL 63 AMG 2021 5.5L;OMR 59,020;5.5;8;585;250;2 Seater;mercedes-benz;oman
Audi A8 2021 W12 6.3 FSI quattro (500 HP);OMR 59,000;6.3;12;500;250;5 Seater;audi;oman
Audi R8 Coupe 2021 5.2 V10;OMR 57,700;5.2;10;540;323;2 Seater;audi;oman
Lexus LS 2021 600h Ottoman (LWB);OMR 58,000;5;8;438;250;4 Seater;lexus;oman
Porsche 911 2021 GT3;OMR 56,600;3.8;6;475;315;2 Seater;porsche;oman
Land Rover Range Rover 2021 5.0L V8 Vogue SE LWB (525 PS);OMR 61,100;5;8;525;225;5 Seater;land-rover;oman
Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS);OMR 61,500;5;8;575;280;5 Seater;land-rover;oman
BMW M6 Convertible 2021 4.4T;OMR 71,000;4.4;8;560;250;4 Seater;bmw;oman
Land Rover Range Rover 2021 5.0L V8 Autobiography LWB (525 PS);OMR 69,740;5;8;525;250;4 Seater;land-rover;oman
BMW M5 Sedan 2021 4.4T (600 HP);OMR 62,000;4.4;8;600;250;5 Seater;bmw;oman
Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC;OMR 60,135;4;8;469;250;4 Seater;mercedes-benz;oman
Mercedes-Benz S-Class 2021 S 600;OMR 70,325;6;12;530;250;4 Seater;mercedes-benz;oman
Maserati Quattroporte 2021 3.8T V8 GTS GranLusso;OMR 63,500;3.8;8;530;310;5 Seater;maserati;oman
Porsche 911 2021 Turbo Cabriolet;OMR 70,100;3.8;6;520;315;4 Seater;porsche;oman
Maserati Quattroporte 2021 3.8T V8 GTS GranSport;OMR 65,500;3.8;8;530;310;5 Seater;maserati;oman
BMW M6 Coupe 2021 4.4T;OMR 67,000;4.4;8;560;250;4 Seater;bmw;oman
Land Rover Range Rover 2021 5.0L V8 Autobiography (525 PS);OMR 67,060;5;8;525;225;5 Seater;land-rover;oman
Nissan GT-R 2021 Black Edition;OMR 55,300;3.8;6;565;315;4 Seater;nissan;oman
Audi R8 Coupe 2021 5.2 V10 Plus;OMR 66,000;5.2;10;610;330;2 Seater;audi;oman
Porsche 911 2021 Turbo;OMR 65,100;3.8;6;520;315;4 Seater;porsche;oman
McLaren 570 GT 2021 3.8T Coupe;OMR 79,000;3.8;8;562;328;2 Seater;mclaren;oman
BMW 7 Series 2021 M760Li xDrive;OMR 76,000;6.6;12;585;250;5 Seater;bmw;oman
Porsche Panamera Sport Turismo 2021 GTS;OMR 61,200;4;8;460;289;5 Seater;porsche;oman
Porsche 911 2021 Turbo S;OMR 78,500;3.8;6;560;318;4 Seater;porsche;oman
BMW 7 Series 2021 760Li;OMR 76,000;6;12;544;250;5 Seater;bmw;oman
Porsche Panamera Sport Turismo 2021 Turbo;OMR 74,700;4;8;550;304;5 Seater;porsche;oman
Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+;OMR 73,710;4;8;612;250;5 Seater;mercedes-benz;oman
Porsche Panamera 2021 Turbo;OMR 73,800;4;8;550;306;4 Seater;porsche;oman
Porsche Panamera 2021 Turbo Executive;OMR 77,800;4;8;550;306;4 Seater;porsche;oman
BMW M6 Gran Coupe 2021 4.4T;OMR 71,000;4.4;8;560;250;4 Seater;bmw;oman
McLaren 570S 2021 3.8T Coupe;OMR 79,000;3.8;8;562;333;2 Seater;mclaren;oman
Porsche Panamera 2021 GTS;OMR 60,300;4;8;460;292;4 Seater;porsche;oman
Porsche 911 2021 Turbo S Cabriolet;OMR 83,500;3.8;6;560;318;4 Seater;porsche;oman
Porsche Panamera 2021 Turbo S E-Hybrid Executive;OMR 90,800;4;8;680;310;4 Seater;porsche;oman
Nissan GT-R 2021 Nismo;OMR 81,000;3.8;6;600;350;4 Seater;nissan;oman
Bentley Continental GT 2021 4.0T V8;OMR 88,000;6;8;542;318;4 Seater;bentley;oman
Mercedes-Benz Maybach 2021 S 650;OMR 82,630;6;12;630;250;4 Seater;mercedes-benz;oman
Nissan GT-R 2021 Track Edition;OMR 60,000;3.8;6;600;350;4 Seater;nissan;oman
Mercedes-Benz SL 65 AMG 2021 6.0L;OMR 82,820;6;12;630;250;2 Seater;mercedes-benz;oman
Aston Martin Rapide AMR 2021 6.0L V12;OMR 104,370;5.9;12;590;330;4 Seater;aston-martin;oman
Porsche Panamera 2021 Turbo S E-Hybrid;OMR 86,800;4;8;680;310;4 Seater;porsche;oman
Bentley Continental GT Convertible 2021 V8;OMR 85,000;4;8;542;301;4 Seater;bentley;oman
Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP);OMR 98,625;6;12;630;250;5 Seater;mercedes-benz;oman
Rolls Royce Ghost 2021 6.75T Short Wheelbase;OMR 115,000;6.8;12;571;250;5 Seater;rolls-royce;oman
Bentley Bentayga 2021 6.0L W12 Speed;OMR 120,000;6;12;626;301;5 Seater;bentley;oman
Bentley Bentayga 2021 4.0L V8;OMR 84,000;4;8;542;290;5 Seater;bentley;oman
Bentley Bentayga 2021 6.0L W12;OMR 95,000;6;12;600;301;5 Seater;bentley;oman
Bentley Continental GT Convertible 2021 W12;OMR 110,000;6;12;567;314;4 Seater;bentley;oman
Bentley Bentayga 2021 4.0L V8 Design Series;OMR 95,000;4;8;542;290;5 Seater;bentley;oman
Bentley Bentayga 2021 6.0L W12 Mulliner;OMR 160,000;6;12;600;301;5 Seater;bentley;oman
Rolls Royce Wraith 2021 6.6L Base;OMR 140,000;6.6;12;624;250;4 Seater;rolls-royce;oman
Ferrari GTC4Lusso 2021 3.9T V8;OMR 106,000;3.9;8;610;320;4 Seater;ferrari;oman
Bentley Flying Spur 2021 6.0T W12;OMR 135,000;6;12;626;333;5 Seater;bentley;oman
Ferrari GTC4Lusso 2021 6.3L V12;OMR 129,000;6.3;12;690;335;4 Seater;ferrari;oman
Honda HR-V 2021 1.8 i-VTEC EX;KWD 6,800;1.8;4;140;190;5 Seater;honda;kuwait
Honda HR-V 2021 1.8 i-VTEC DX;KWD 4,888;1.8;4;140;190;5 Seater;honda;kuwait
Geely Azkarra 2021 1.5TD Comfort (2WD);KWD 5,750;1.5;3;177;200;5 Seater;geely;kuwait
MG HS 2021 2.0T Comfort;KWD 6,499;2;4;231;210;5 Seater;mg;kuwait
MG HS 2021 2.0T Luxury (AWD);KWD 7,399;2;4;231;210;5 Seater;mg;kuwait
Chevrolet Corvette 2021 6.2L 2LT Convertible;KWD 32,500;6.2;8;495;312;2 Seater;chevrolet;kuwait
Chevrolet Corvette 2021 6.2L 3LT Coupe;KWD 30,500;6.2;8;495;312;2 Seater;chevrolet;kuwait
BMW X2 2021 sDrive20i;KWD 17,250;2;4;189;180;5 Seater;bmw;kuwait
Peugeot 508 2021 1.6T GT Line;KWD 9,700;1.6;4;165;220;5 Seater;peugeot;kuwait
GAC GS7 2021 2.0T GL;KWD 7,777;2;4;201;200;5 Seater;gac;kuwait
BMW X2 2021 sDrive20i (M sport X package);KWD 17,750;2;4;189;180;5 Seater;bmw;kuwait
Maxus D90 2021 2.0T Executive Luxury (4WD);KWD 9,500;2;4;225;175;7 Seater;maxus;kuwait
Maxus D90 2021 2.0T Elite (2WD);KWD 6,666;2;4;225;185;7 Seater;maxus;kuwait
MG 6 2021 1.5T COM;KWD 5,299;1.5;4;169;180;5 Seater;mg;kuwait
Bestune T77 2021 1.2T Limousine;KWD 6,450;0;4;148;181;5 Seater;bestune;kuwait
MG 6 2021 1.5T STD;KWD 4,799;1.5;4;169;180;5 Seater;mg;kuwait
Bestune T77 2021 1.2T Deluxe;KWD 5,350;0;4;148;181;5 Seater;bestune;kuwait
Bestune T77 2021 1.2T Comfort;KWD 5,100;0;4;148;181;5 Seater;bestune;kuwait
Bestune T77 2021 1.2T Premium;KWD 5,950;0;4;148;181;5 Seater;bestune;kuwait
MG 6 2021 1.5T LUX;KWD 6,099;1.5;4;169;180;5 Seater;mg;kuwait
Hongqi HS5 2021 2.0T Premium (AWD);KWD 11,650;2;4;224;210;5 Seater;hongqi;kuwait
Hongqi HS5 2021 2.0T Comfort;KWD 8,650;2;4;224;210;5 Seater;hongqi;kuwait
Hongqi HS5 2021 2.0T Deluxe;KWD 9,650;2;4;224;210;5 Seater;hongqi;kuwait
Hongqi HS5 2021 2.0T Premium;KWD 10,650;2;4;224;210;5 Seater;hongqi;kuwait
Ferrari F8 Tributo 2021 3.9T V8;KWD 83,400;3.9;8;710;340;2 Seater;ferrari;kuwait
McLaren 765LT 2021 4.0T V8;KWD 111,270;4;8;755;330;2 Seater;mclaren;kuwait
Ford Figo 2021 1.4L;KWD 3,100;1.4;4;84;169;5 Seater;ford;kuwait
Chery Arrizo 3 2021 1.5L Comfort;KWD 3,000;1.5;4;107;175;5 Seater;chery;kuwait
Mitsubishi Mirage 2021 1.2 GLX;KWD 2,899;1.2;3;77;167;5 Seater;mitsubishi;kuwait
Hyundai Grand i10 2021 1.2 GLS;KWD 3,750;1.2;4;84;145;5 Seater;hyundai;kuwait
Changan CS35 2021 1.6L Standard (2WD);KWD 3,750;1.6;4;123;180;5 Seater;changan;kuwait
Suzuki Dzire 2021 1.2L GL;KWD 2,950;1.2;4;82;170;5 Seater;suzuki;kuwait
Mitsubishi Mirage 2021 1.2 GLS;KWD 3,099;1.2;3;77;167;5 Seater;mitsubishi;kuwait
Mitsubishi Attrage 2021 1.2 GLX (Base);KWD 3,000;1.2;3;76;170;5 Seater;mitsubishi;kuwait
Kia Picanto 2021 1.2L Base;KWD 3,600;1.2;4;84;161;5 Seater;kia;kuwait
Chery Arrizo 5 2021 1.5L (Luxury);KWD 4,300;1.5;4;114;180;5 Seater;chery;kuwait
Hyundai Accent 2021 1.4L GL;KWD 4,250;1.4;4;100;185;5 Seater;hyundai;kuwait
Ford Fiesta 2021 1.6L Ambiente;KWD 4,200;1.6;4;104;175;5 Seater;ford;kuwait
Suzuki Baleno 2021 1.4L GLX;KWD 3,500;1.4;4;91;170;5 Seater;suzuki;kuwait
Ford Figo 2021 1.5L Ambiente H/B;KWD 4,000;1.5;4;110;175;5 Seater;ford;kuwait
Hyundai Accent 2021 1.6L GL;KWD 4,450;1.6;4;122;184;5 Seater;hyundai;kuwait
Peugeot 301 2021 1.6L Access;KWD 4,100;1.6;4;115;188;5 Seater;peugeot;kuwait
Renault Megane 2021 1.6L PE;KWD 3,699;1.6;4;115;180;5 Seater;renault;kuwait
Kia Rio Hatchback 2021 1.4L MPI;KWD 4,200;1.4;4;100;180;5 Seater;kia;kuwait
Kia Picanto 2021 1.2L Top;KWD 4,200;1.2;4;84;161;5 Seater;kia;kuwait
Peugeot 301 2021 1.6L Allure (6 AT);KWD 4,500;1.6;4;115;188;5 Seater;peugeot;kuwait
Isuzu D-MAX 2021 Single Cab 2WD Standard;KWD 4,600;2.5;4;79;150;3 Seater;isuzu;kuwait
Geely EC7 2021 1.8L MPI;KWD 3,500;1.8;4;133;177;5 Seater;geely;kuwait
Peugeot 301 2021 1.6L Allure;KWD 4,500;1.6;4;115;180;5 Seater;peugeot;kuwait
Seat Ibiza 2021 1.6L Reference;KWD 4,500;1.6;4;110;197;5 Seater;seat;kuwait
Hyundai Elantra 2021 1.6L Smart;KWD 4,500;1.6;4;127;209;5 Seater;hyundai;kuwait
Suzuki Ciaz 2021 1.4L GLX;KWD 3,750;1.4;4;92;170;5 Seater;suzuki;kuwait
Ford Figo 2021 1.5L Trend H/B;KWD 4,600;1.5;4;110;175;5 Seater;ford;kuwait
Ford Focus 2021 1.5L EcoBoost Ambiente;KWD 4,800;1.5;4;150;212;5 Seater;ford;kuwait
Mitsubishi L200 2021 2.4L Single Cab GL (2WD);KWD 4,600;2.4;4;128;169;3 Seater;mitsubishi;kuwait
Peugeot 208 2021 1.6L Access;KWD 4,800;1.6;4;120;190;5 Seater;peugeot;kuwait
Seat Ibiza 2021 1.6L Style;KWD 4,800;1.6;4;110;197;5 Seater;seat;kuwait
Ford Fiesta 2021 1.6L Trend;KWD 4,700;1.6;4;104;175;5 Seater;ford;kuwait
Ford Focus 2021 1.5L EcoBoost Ambiente (Sedan);KWD 4,900;1.5;4;148;210;5 Seater;ford;kuwait
Peugeot 208 2021 Active;KWD 4,800;1.6;4;120;180;5 Seater;peugeot;kuwait
DFM AX7 2021 2.0L Standard FWD;KWD 4,650;2;4;147;185;5 Seater;dfm;kuwait
Kia Rio Sedan 2021 1.4 Mid Option;KWD 4,800;1.4;4;107;183;5 Seater;kia;kuwait
Suzuki Ertiga 2021 1.5L GLX;KWD 4,050;1.5;4;103;170;7 Seater;suzuki;kuwait
Seat Toledo 2021 1.6L Reference;KWD 4,850;1.6;4;110;195;5 Seater;seat;kuwait
Ford EcoSport 2021 1.0T Ambiente;KWD 4,800;1;3;125;180;5 Seater;ford;kuwait
King Long Standard Body Passenger Van 2021 2.3L Passenger (15-Seater);KWD 5,000;2.2;4;102;120;15 Seater;kinglong;kuwait
Ford Focus 2021 1.5L EcoBoost Trend (Sedan);KWD 5,300;1.5;4;148;210;5 Seater;ford;kuwait
Seat Toledo 2021 1.6L Style;KWD 5,250;1.6;4;110;195;5 Seater;seat;kuwait
Kia Rio Hatchback 2021 1.6L MPI;KWD 5,200;1.6;4;123;190;5 Seater;kia;kuwait
Isuzu D-MAX 2021 Crew Cab 2WD Standard;KWD 5,100;2.5;4;109;160;5 Seater;isuzu;kuwait
Peugeot 208 2021 Active Plus;KWD 5,100;1.6;4;120;180;5 Seater;peugeot;kuwait
Ford Focus 2021 1.5L EcoBoost Trend;KWD 5,200;1.5;4;150;212;5 Seater;ford;kuwait
Changan CS35 2021 1.6L Full Option (2WD);KWD 4,300;1.6;4;123;180;5 Seater;changan;kuwait
Ford Figo Sedan 2021 1.5L Titanium;KWD 5,100;1.5;4;112;172;5 Seater;ford;kuwait
Haval H2 2021 1.5T Intelligent;KWD 4,699;1.5;4;148;170;5 Seater;haval;kuwait
Honda Civic 2021 1.6L DX;KWD 5,550;1.6;4;123;200;5 Seater;honda;kuwait
Peugeot 208 2021 1.6L GT Line;KWD 5,500;1.6;4;115;190;5 Seater;peugeot;kuwait
Ford Focus 2021 1.6L Ambiente;KWD 5,400;1.6;4;123;195;5 Seater;ford;kuwait
Ford Ranger 2021 2.5L Single Cab;KWD 5,400;2.5;4;164;170;3 Seater;ford;kuwait
Seat Leon 2021 1.6L Reference;KWD 5,300;1.6;4;110;185;5 Seater;seat;kuwait
Peugeot 208 2021 Allure;KWD 5,500;1.6;4;120;180;5 Seater;peugeot;kuwait
BAIC X65 2021 2.0T Elite;KWD 5,900;2;4;177;180;5 Seater;baic;kuwait
Mitsubishi ASX 2021 2.0L GLX (2WD);KWD 5,499;2;4;150;193;5 Seater;mitsubishi;kuwait
Ford Focus 2021 1.6L Ambiente (Sedan);KWD 5,400;1.6;4;123;195;5 Seater;ford;kuwait
Hyundai Creta 2021 1.6L Mid;KWD 5,750;1.6;4;121;169;5 Seater;hyundai;kuwait
Kia Carens 2021 1.6L Base;KWD 5,500;1.6;4;132;180;5 Seater;kia;kuwait
Ford Fiesta 2021 1.6L Titanium;KWD 5,500;1.6;4;104;175;5 Seater;ford;kuwait
Chevrolet Malibu 2021 1.5L Turbo Premier;KWD 8,310;1.5;4;165;220;5 Seater;chevrolet;kuwait
Kia Carens 2021 2.0L Base;KWD 5,800;1.6;4;150;180;7 Seater;kia;kuwait
Changan CS75 2021 1.8T GDI Full Option (2WD);KWD 6,850;1.8;4;177;180;5 Seater;changan;kuwait
Fiat 500X 2021 1.4T Cross;KWD 7,450;1.4;4;140;190;5 Seater;fiat;kuwait
Fiat 500X 2021 1.4T City Cross;KWD 6,550;1.4;4;140;190;5 Seater;fiat;kuwait
Chevrolet Malibu 2021 1.5L Turbo LT;KWD 6,930;1.5;4;165;220;5 Seater;chevrolet;kuwait
Ford Focus 2021 1.6L Ambiente (station wagon);KWD 5,600;1.6;4;123;195;5 Seater;ford;kuwait
Nissan Kicks 2021 1.6 S;KWD 5,800;1.6;4;118;180;5 Seater;nissan;kuwait
Haval H6 2021 Supreme;KWD 5,950;2;4;197;170;5 Seater;haval;kuwait
Seat Leon 2021 1.6L Style;KWD 5,800;1.6;4;110;185;5 Seater;seat;kuwait
Peugeot 408 2021 2.0L Access;KWD 5,800;2;4;145;195;5 Seater;peugeot;kuwait
Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T;KWD 6,000;2.2;4;118;160;5 Seater;ford;kuwait
Haval H6 2021 Intelligent;KWD 5,500;2;4;197;170;5 Seater;haval;kuwait
Ford Focus 2021 1.6L Trend;KWD 5,800;1.6;4;123;195;5 Seater;ford;kuwait
Hyundai Creta 2021 1.6L Top;KWD 6,250;1.6;4;121;169;5 Seater;hyundai;kuwait
Kia Carens 2021 1.6L Mid Option;KWD 6,000;1.6;4;132;180;5 Seater;kia;kuwait
Ford Focus 2021 1.6L Trend (Sedan);KWD 5,800;1.6;4;123;195;5 Seater;ford;kuwait
Changan CS75 2021 1.8T GDI Basic (2WD);KWD 4,950;1.8;4;177;180;5 Seater;changan;kuwait
Skoda Octavia A8 2021 1.4 TSI Ambition;KWD 6,100;1.4;4;150;220;5 Seater;skoda;kuwait
Nissan Kicks 2021 1.6 SL;KWD 6,400;1.6;4;118;180;5 Seater;nissan;kuwait
Maxus G10 9-Seater 2021 9 Seat MPV (Standard);KWD 6,200;2.4;4;140;160;9 Seater;maxus;kuwait
Kia Carens 2021 2.0L Top;KWD 6,100;1.6;4;150;180;7 Seater;kia;kuwait
Peugeot 308 2021 1.6L GT Line;KWD 6,000;1.6;4;163;188;5 Seater;peugeot;kuwait
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T;KWD 6,200;2.5;4;164;170;5 Seater;ford;kuwait
Renault Koleos 2021 2.5L PE;KWD 6,250;2.5;4;170;185;5 Seater;renault;kuwait
Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option;KWD 6,099;2;4;150;193;5 Seater;mitsubishi;kuwait
Ford Fusion 2021 2.5L S;KWD 6,000;2.5;4;171;200;5 Seater;ford;kuwait
Peugeot 408 2021 2.0L Active;KWD 6,300;2;4;145;195;5 Seater;peugeot;kuwait
Maxus G10 7-Seater 2021 7 Seat MPV (Luxury);KWD 6,000;2;4;221;190;7 Seater;maxus;kuwait
Changan CS75 2021 1.8T GDI Full Option (AWD);KWD 7,400;1.8;4;177;180;5 Seater;changan;kuwait
GAC GS5 2021 1.5T GL;KWD 7,950;1.5;4;169;190;5 Seater;gac;kuwait
Toyota Hilux 2021 2.7L Double Cab GL M/T (4x2);KWD 6,900;2.7;4;164;165;6 Seater;toyota;kuwait
GAC GS5 2021 1.5T GE;KWD 7,450;1.5;4;169;190;5 Seater;gac;kuwait
Fiat 500 2021 Convertible 1.4L Lounge;KWD 6,800;1.4;4;100;182;4 Seater;fiat;kuwait
GAC GS5 2021 1.5T GS;KWD 6,888;1.5;4;169;190;5 Seater;gac;kuwait
Ford Focus 2021 1.5L EcoBoost Titanium;KWD 6,900;1.5;4;150;212;5 Seater;ford;kuwait
Fiat 500 2021 1.4L Dolcevita;KWD 7,500;1.4;4;105;182;4 Seater;fiat;kuwait
Ford Focus 2021 1.5L EcoBoost Sport;KWD 6,400;1.5;4;150;212;5 Seater;ford;kuwait
BAIC X65 2021 2.0T Luxury;KWD 6,600;2;4;177;180;5 Seater;baic;kuwait
Ford Escape 2021 2.5L S;KWD 6,700;2.5;4;168;180;5 Seater;ford;kuwait
Kia Carens 2021 1.6L Top;KWD 6,900;1.6;4;132;180;5 Seater;kia;kuwait
Peugeot 308 2021 Active;KWD 6,600;1.6;4;163;188;5 Seater;peugeot;kuwait
Toyota Hilux 2021 2.7L Double Cab GLX M/T (4x2);KWD 6,900;2.7;4;164;165;6 Seater;toyota;kuwait
Fiat 500 2021 1.4L Lounge;KWD 6,800;1.4;4;100;182;4 Seater;fiat;kuwait
Toyota Zelas 2021 2.5L Sport;KWD 7,000;2.5;4;176;210;5 Seater;toyota;kuwait
Toyota Rav4 2021 2.5L (2WD) VX;KWD 7,000;2.5;4;176;200;5 Seater;toyota;kuwait
Peugeot 3008 2021 1.6T Active;KWD 7,100;1.6;4;165;205;5 Seater;peugeot;kuwait
Mitsubishi L200 2021 2.4L Double Cab GL (2WD);KWD 4,900;2.4;4;128;169;6 Seater;mitsubishi;kuwait
Hyundai Tucson 2021 2.0L Mid (FWD);KWD 6,250;2;4;153;170;5 Seater;hyundai;kuwait
Audi A1 2021 Attraction 1.4L (122 HP);KWD 7,000;1.4;4;122;203;4 Seater;audi;kuwait
Maxus V80 Cargo Van 2021 2.5L Cargo (M/T);KWD 7,250;2.5;4;136;160;3 Seater;maxus;kuwait
Chevrolet Equinox 2021 1.5T LS (FWD);KWD 6,500;1.5;4;170;190;5 Seater;chevrolet;kuwait
King Long Wide Body Passenger Van 2021 2.7L (15-Seater);KWD 7,000;2.7;4;148;156;15 Seater;kinglong;kuwait
Toyota Hiace 2021 3.5L GL STD Roof Panel Van (3-Seater);KWD 6,900;3.5;4;277;160;3 Seater;toyota;kuwait
Mitsubishi Montero Sport 2021 3.0L GLX (2WD) Base;KWD 7,500;3;6;215;182;5 Seater;mitsubishi;kuwait
Toyota Camry 2021 2.5L S;KWD 7,100;2.5;4;178;194;5 Seater;toyota;kuwait
Toyota Camry 2021 3.5L LTD (298 HP);KWD 7,100;3.5;6;298;235;5 Seater;toyota;kuwait
Toyota Hilux 2021 2.4L Double Cab 4x4 (Top Spec);KWD 7,200;2.4;4;147;170;5 Seater;toyota;kuwait
Toyota Camry 2021 3.5L Sport (298 HP);KWD 7,100;3.5;6;298;235;5 Seater;toyota;kuwait
Toyota Hilux 2021 2.0L Single Cab 4x2;KWD 7,200;2;4;134;170;3 Seater;toyota;kuwait
Toyota Hilux 2021 2.0L Double Cab 4x2;KWD 7,200;2;4;134;170;3 Seater;toyota;kuwait
Peugeot 5008 2021 1.6T Active;KWD 7,200;1.6;4;180;219;7 Seater;peugeot;kuwait
Toyota Hilux 2021 2.0L Single Cab 4x2 (Top Spec);KWD 7,200;2;4;134;170;3 Seater;toyota;kuwait
Toyota Camry 2021 2.5L S (204 HP);KWD 7,100;2.5;4;204;195;5 Seater;toyota;kuwait
Toyota Hilux 2021 2.7L Single Cab 4x2;KWD 7,200;2.7;4;164;170;3 Seater;toyota;kuwait
Toyota Hilux 2021 2.0L Double Cab 4x2 (Top Spec);KWD 7,200;2;4;134;170;3 Seater;toyota;kuwait
Toyota Hilux 2021 2.4L Double Cab 4x4;KWD 7,200;2.4;4;147;170;5 Seater;toyota;kuwait
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD);KWD 6,000;2.4;4;128;167;5 Seater;mitsubishi;kuwait
Toyota Camry 2021 2.5L LE STD (204 HP);KWD 7,100;2.5;4;204;195;5 Seater;toyota;kuwait
Toyota Rav4 2021 2.5L (2WD) EX;KWD 7,200;2.5;4;176;200;5 Seater;toyota;kuwait
Toyota Prius 2021 Eco;KWD 7,300;1.8;4;121;170;5 Seater;toyota;kuwait
Toyota Hilux 2021 4.0L Double Cab TRD (4x4);KWD 7,200;4;6;235;182;5 Seater;toyota;kuwait
Peugeot 308 2021 Allure;KWD 7,200;1.6;4;163;188;5 Seater;peugeot;kuwait
